nama_organisasi,kode_jabatan,kelompok_jabatan,bod_level,nama_jabatan,id_jobfamily,komoditas
SUPP,SUPR00044,head of PMO (Region Office),1,Project Manager Teknik dan Pengolahan,17,
SUPP,SUPR00045,head of PMO (Region Office),1,Project Manajer Pengawalan Bahan Baku,17,
SUPP,SUPR00008,Kepala Bagian (Region Office),1,Kepala Bagian Sumber Daya Manusia,15,
SUPP,SUPR00009,Kepala Bagian (Region Office),1,Kepala Bagian Sumber Daya Manusia dan Sistem Manajemen,15,
SUPP,SUPR00010,Kepala Bagian (Region Office),1,Kepala Bagian Sekretariat dan Hukum,15,
SUPP,SUPR00011,Kepala Bagian (Region Office),1,Kepala Bagian Sekretariat dan Sistem Manajemen,15,
SUPP,SUPR00012,Kepala Bagian (Region Office),1,Kepala Bagian Hukum,16,
SUPP,SUPR00013,Pengawas Wilayah (Region Office),1,Pengawas Wilayah Audit Regional,16,
SUPP,SUPR00014,Manager (Unit),1,Manager Diperbantukan,33,
SUPP,SUPR00015,Manager (Unit),1,Manajer Diperbantukan di bawah SEVP BS,33,
SUPP,SUPR00016,Manager (Unit),1,Manajer Karet,18,
SUPP,SUPR00017,Manager (Unit),1,Manajer Karet dan Kakao,18,
SUPP,SUPR00018,Manager (Unit),1,Manajer Karet dan Kayu,18,
SUPP,SUPR00019,Manager (Unit),1,Manajer Karet dan Kopi,18,
SUPP,SUPR00020,Manager (Unit),1,Manajer Karet dan Tebu,18,
SUPP,SUPR00021,Manager (Unit),1,Manajer Karet dan Teh,18,
SUPP,SUPR00022,Manager (Unit),1,"Manajer Karet, Kayu, dan Kopi",18,
SUPP,SUPR00023,Manager (Unit),1,Manajer Kayu dan Wisata Agro,18,
SUPP,SUPR00024,Manager (Unit),1,Manajer Kelapa,18,
SUPP,SUPR00025,Manager (Unit),1,Manajer Kopi,18,
SUPP,SUPR00026,Manager (Unit),1,Manajer Kopi dan Kayu,18,
SUPP,SUPR00027,Manager (Unit),1,Manajer Kopi dan Teh,18,
SUPP,SUPR00028,Manager (Unit),1,Manajer Teh,18,
SUPP,SUPR00029,Manager (Unit),1,Manajer Tembakau,18,
SUPP,SUPR00030,Manager (Unit),1,Manajer Ternak,18,
SUPP,SUPR00038,General Manager (Unit),1,General Manager Kakoba,18,
SUPP,SUPR00039,General Manager (Unit),1,General Manager Kebun Tembakau ,18,
SUPP,SUPR00040,General Manager (Unit),1,General Manager Pabrik Karung Rosella Baru ,19,
SUPP,SUPR00041,General Manager (Unit),1,General Manager Unit Usaha Strategis ,17,
SUPP,SUPR00049,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Pengelolaan & Optimalisasi Aset,17,
SUPP,SUPR00050,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Disposal Aset,17,
SUPP,SUPR00051,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Optimalisasi Aset,17,
SUPP,SUPR00052,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Optimalisasi dan Disposal Aset,17,
SUPP,SUPR00053,Manager (Unit),2,Manajer Properti dan Pengembangan usaha Lain ,17,
SUPP,SUPR00054,Manager (Unit),2,Manajer Umum dan Pengembangan Aset,17,
SUPP,SUPR00055,Advisor (Region Office),2,Senior Manager Komersialisasi & Opt Aset,17,
SUPP,SUPR00056,Advisor (Region Office),2,Senior Manager Legalitas Aset,16,
SUPP,SUPR00057,Advisor (Region Office),2,Senior Manager Operasional Aset,17,
SUPP,SUPR00058,kepala bidang (Unit/Distrik/Cluster),2,Kabid Operasional Diperbantukan,33,
SUPP,SUPR00059,kepala bidang (Unit/Distrik/Cluster),2,Kabid Operasional Group Manager Karet I,33,
SUPP,SUPR00060,kepala bidang (Unit/Distrik/Cluster),2,Kabid Operasional Group Manager Karet II,33,
SUPP,SUPR00061,kepala bidang (Unit/Distrik/Cluster),2,Kabid Operasional Group Manager Off Farm Teh I,33,
SUPP,SUPR00062,Kepala Sub Bagian (Region Office),2,Kasubbag Anggaran & Manajemen Risiko,13,
SUPP,SUPR00063,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Akuntansi,13,
SUPP,SUPR00064,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Anggaran & Verifikasi,13,
SUPP,SUPR00065,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Keuangan,13,
SUPP,SUPR00066,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Keuangan & HPS,13,
SUPP,SUPR00067,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Pajak dan Asuransi,13,
SUPP,SUPR00068,Manager (Unit),2,Manajer Administrasi Keuangan dan Umum ,13,Pabrik Karung Rosela
SUPP,SUPR00069,Manager (Unit),2,"Manajer Administrasi Keuangan dan Umum
",13,Unit Usaha Bisnis
SUPP,SUPR00070,Manager (Unit),2,"Manajer Keuangan, SDM, Akuntansi dan Pengadaan",15,
SUPP,SUPR00071,Manager (Unit),2,Manajer Operasional Kebun Klaten,18,
SUPP,SUPR00072,Manager (Unit),2,Manajer Pengolahan Tembakau KOS dan KAK,19,
SUPP,SUPR00073,Manager (Unit),2,Manajer Pengolahan Tembakau TNG dan Filler,19,
SUPP,SUPR00074,Kepala Sub Bagian (Region Office),2,Kasubbag Pembelian Bahan Baku,19,
SUPP,SUPR00075,Kepala Sub Bagian (Region Office),2,Kasubbag QC dan Administrasi,33,
SUPP,SUPR00076,Kepala Sub Bagian (Region Office),2,Kasubbag Quality Assurance,33,
SUPP,SUPR00077,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Administrasi dan Pemetaan,33,
SUPP,SUPR00078,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Investasi dan Eksploitasi Pabrik,19,
SUPP,SUPR00079,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Investasi Tanaman dan Pemetaan,33,
SUPP,SUPR00080,Kepala Sub Bagian (Region Office),2,"Kepala Sub Bagian Karet, Teh, Kopi  dan Kakao",33,
SUPP,SUPR00081,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Pengolahan,19,
SUPP,SUPR00082,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Produksi Tanaman,33,
SUPP,SUPR00083,Kepala Sub Bagian (Region Office),2,"Kepala Sub Bagian Proteksi, Pemupukan dan Sarana Produksi",33,
SUPP,SUPR00084,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian QC dan Adminstrasi,33,
SUPP,SUPR00085,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Tanaman,33,
SUPP,SUPR00086,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Tanaman Semusim,33,
SUPP,SUPR00087,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Tanaman Tahunan,33,
SUPP,SUPR00088,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Tanaman Tembakau,33,
SUPP,SUPR00089,Kepala Sub Bagian (Region Office),2,"Kepala Sub Bagian Tebu, Hortikultura, dan Kayu",33,
SUPP,SUPR00090,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Teknik & Pengolahan,19,
SUPP,SUPR00091,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Teknik dan Infrastruktur,19,
SUPP,SUPR00092,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian TMA,33,
SUPP,SUPR00093,Manager (Unit),2,Manajer Produksi ,18,
SUPP,SUPR00094,Manager (Unit),2,Manajer QA Tembakau,18,
SUPP,SUPR00095,Manager (Unit),2,Manajer Tanaman Tembakau Wilayah ,18,
SUPP,SUPR00096,Manager (Unit),2,"Manajer Workshop
",18,
SUPP,SUPR00097,Masinis Kepala (Unit),2,Masinis Kepala,19,
SUPP,SUPR00098,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Logistik Pemasaran,15,
SUPP,SUPR00099,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Pemasaran,14,
SUPP,SUPR00100,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Pemasaran Tebu,14,
SUPP,SUPR00101,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian HPS dan Informasi Harga,15,
SUPP,SUPR00102,Ketua tim (SPI & Pengadaan) (Region Office),2,Ketua Tim Pengadaan,15,
SUPP,SUPR00103,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian TI Operasional,15,
SUPP,SUPR00104,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Manajemen Proyek PMN,34,
SUPP,SUPR00105,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Pengawasan PMN,34,
SUPP,SUPR00106,Kepala sub bagian proyek PMN  (Region Office),2,Kepala Sub Bagian Proyek PMN,34,
SUPP,SUPR00107,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Kesejahteraan & Kesehatan,15,
SUPP,SUPR00108,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Pengembangan SDM dan Hubungan Industrial,15,
SUPP,SUPR00109,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Personalia dan Manajemen Kinerja,15,
SUPP,SUPR00110,Kepala Sub Bagian (Region Office),2,Kasubbag Kesekretariatan dan Pengolahan Data,15,
SUPP,SUPR00111,Kepala Sub Bagian (Region Office),2,"Kepala Sub Bagian Umum, Rumah Tangga & Keamanan",15,
SUPP,SUPR00112,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Humas dan TJSL,15,
SUPP,SUPR00113,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Keamanan,15,
SUPP,SUPR00114,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Kesekretariatan dan Humas,15,
SUPP,SUPR00115,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Kesekretariatan dan URTA,15,
SUPP,SUPR00116,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Sekretariat dan Humas,15,
SUPP,SUPR00117,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Hukum,16,
SUPP,SUPR00118,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Hukum dan Perizinan,16,
SUPP,SUPR00119,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Penyelesaian Sengketa,16,
SUPP,SUPR00120,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Pertanahan,16,
SUPP,SUPR00121,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Pertanahan dan Keamanan,16,
SUPP,SUPR00122,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian sebagai Anggota Tim Task Force Pengambil Alihan Lahan,16,
SUPP,SUPR00123,Kepala Sub Bagian (Region Office),2,"Kasubbag Lingkungan,K3,Sos & TK (ESG)",16,
SUPP,SUPR00124,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Sistem Manajemen,16,
SUPP,SUPR00125,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Manajemen Risiko dan Sustainability,16,
SUPP,SUPR00126,Kepala Sub Bagian (Region Office),2,Kepala Sub Bagian Sistem Manajemen dan Budaya Perusahaan,16,
SUPP,SUPR00127,Ketua tim (SPI & Pengadaan) (Region Office),2,Ketua Tim Audit Regional,16,
SUPP,SUPR00128,Asisten Kepala (Unit),2,Asisten Kepala Akuntansi dan Keuangan,13,
SUPP,SUPR00129,Asisten Kepala (Unit),2,Asisten Kepala Diperbantukan di bawah BRM,33,
SUPP,SUPR00130,Asisten Kepala (Unit),2,Asisten Kepala Karet,18,
SUPP,SUPR00131,Asisten Kepala (Unit),2,Asisten Kepala Karet dan Kakao,18,
SUPP,SUPR00132,Asisten Kepala (Unit),2,Asisten Kepala Karet dan Kayu,18,
SUPP,SUPR00133,Asisten Kepala (Unit),2,Asisten Kepala Karet dan Kopi,18,
SUPP,SUPR00134,Asisten Kepala (Unit),2,Asisten Kepala Karet dan Tebu,18,
SUPP,SUPR00135,Asisten Kepala (Unit),2,"Asisten Kepala Karet, Kayu, dan Kopi",18,
SUPP,SUPR00136,Asisten Kepala (Unit),2,Asisten Kepala Kopi,18,
SUPP,SUPR00137,Asisten Kepala (Unit),2,Asisten Kepala Kopi dan Kayu,18,
SUPP,SUPR00138,Asisten Kepala (Unit),2,Asisten Kepala Proteksi,18,
SUPP,SUPR00139,Asisten Kepala (Unit),2,Asisten Kepala Teh,18,
SUPP,SUPR00140,Asisten Kepala (Unit),2,Asisten Manager Diperbantukan,18,
SUPP,SUPR00141,Asisten Kepala (Unit),2,Kepala Puslit Tebu,33,
SUPP,SUPR00142,Asisten Kepala (Unit),2,Kepala Puslit Tembakau,33,
SUPP,SUPR00143,Manager (Unit),2,Pjs. Manager,18,
SUPP,SUPR00144,Advisor (Region Office),2,Senior Manager Unit Kakoba & Nawa Karya,17,
SUPP,SUPR00145,Advisor (Region Office),2,Senior Manager Unit Produk Hilir,17,
SUPP,SUPR00146,Asisten Holding/Sub Holding/Regional,3,Asisten Manajemen Perenc Strategis & KU,17,
SUPP,SUPR00147,"Asisten Tata Usaha, Keuangan, Personalia, dan Umum (Unit)",3,Asisten Manajer Properti dan Pengembangan usaha Lain,17,
SUPP,SUPR00148,"Asisten Tata Usaha, Keuangan, Personalia, dan Umum (Unit)",3,Asisten Manajer Umum dan Optimalisasi Aset,17,
SUPP,SUPR00149,Asisten Holding/Sub Holding/Regional,3,Asisten Optimalisasi Aset,17,
SUPP,SUPR00150,Asisten Holding/Sub Holding/Regional,3,Asisten Pengelolaan & Optimalisasi Aset,17,
SUPP,SUPR00151,Asisten Holding/Sub Holding/Regional,3,Asisten Pengelolaan dan Disposal Aset,17,
SUPP,SUPR00152,Asisten Holding/Sub Holding/Regional,3,Manager Identifikasi & Profiling Aset,17,
SUPP,SUPR00153,Asisten Holding/Sub Holding/Regional,3,Manager Pengelola Aset Wilayah Pantura,17,
SUPP,SUPR00154,Asisten Holding/Sub Holding/Regional,3,Manager Pengembangan Bisnis,17,
SUPP,SUPR00155,Asisten Holding/Sub Holding/Regional,3,Asisten Akuntansi,13,
SUPP,SUPR00156,Asisten Holding/Sub Holding/Regional,3,"Asisten Akuntansi, Keuangan, SDM dan Umum",13,
SUPP,SUPR00157,Asisten Holding/Sub Holding/Regional,3,Asisten Analisa Keuangan,13,
SUPP,SUPR00158,Asisten Holding/Sub Holding/Regional,3,Asisten Anggaran,13,
SUPP,SUPR00159,Asisten Holding/Sub Holding/Regional,3,Asisten Kas & Bank,13,
SUPP,SUPR00160,"Asisten Tata Usaha, Keuangan, Personalia, dan Umum (Unit)",3,Asisten Manajer Keuangan,13,
SUPP,SUPR00161,"Asisten Tata Usaha, Keuangan, Personalia, dan Umum (Unit)",3,Asisten Manajer Keuangan dan Akuntansi,13,
SUPP,SUPR00162,Asisten Holding/Sub Holding/Regional,3,Asisten Pajak & Asuransi,13,
SUPP,SUPR00163,Asisten Holding/Sub Holding/Regional,3,Asisten Verifikasi,13,
SUPP,SUPR00164,Asisten Holding/Sub Holding/Regional,3,Asisten Verifikasi dan Aktiva Tetap,13,
SUPP,SUPR00165,Asisten Holding/Sub Holding/Regional,3,Finance & Administration Manager,13,
SUPP,SUPR00166,Asisten Holding/Sub Holding/Regional,3,Finance & GA Manager,13,
SUPP,SUPR00167,staf bidang (unit grup/distrik),3,Staf Bidang Keuangan dan Administrasi,13,
SUPP,SUPR00168,staf bidang (unit grup/distrik),3,Staf Kantor Penghubung,15,
SUPP,SUPR00169,Asisten Holding/Sub Holding/Regional,3,Asisten Administrasi Tanaman,33,
SUPP,SUPR00170,Asisten Holding/Sub Holding/Regional,3,Asisten Agronomi,33,
SUPP,SUPR00171,Asisten Holding/Sub Holding/Regional,3,Asisten Eksploitasi Pabrik,19,
SUPP,SUPR00172,Asisten Holding/Sub Holding/Regional,3,Asisten Infrastruktur Pabrik,19,
SUPP,SUPR00173,Asisten Holding/Sub Holding/Regional,3,Asisten Investasi Pabrik,19,
SUPP,SUPR00174,Asisten Holding/Sub Holding/Regional,3,Asisten Investasi Tanaman,33,
SUPP,SUPR00175,Asisten Afdeling/Tanaman (Unit),3,Asisten Manajer Operasional Kebun Klaten,18,
SUPP,SUPR00176,"Asisten Tata Usaha, Keuangan, Personalia, dan Umum (Unit)",3,Asisten Manajer Pengembangan Budidaya,18,
SUPP,SUPR00177,Asisten Afdeling/Tanaman (Unit),3,Asisten Manajer Pengolahan Gudang Tembakau TNG dan Filler,19,
SUPP,SUPR00178,Asisten Afdeling/Tanaman (Unit),3,Asisten Manajer Pengolahan Tembakau KOS dan KAK,19,
SUPP,SUPR00179,Asisten Pabrik (Unit),3,Asisten Manajer PPC,18,
SUPP,SUPR00180,Asisten Pabrik (Unit),3,Asisten Manajer Produksi,18,
SUPP,SUPR00181,Asisten Afdeling/Tanaman (Unit),3,Asisten Manajer QA Tembakau,18,
SUPP,SUPR00182,Asisten Pabrik (Unit),3,Asisten Manajer Quality Assurance,18,
SUPP,SUPR00183,Asisten Afdeling/Tanaman (Unit),3,Asisten Manajer Tanaman Tembakau Wilayah,18,
SUPP,SUPR00184,Asisten Pabrik (Unit),3,Asisten Manajer Teknik,19,
SUPP,SUPR00185,"Asisten Tata Usaha, Keuangan, Personalia, dan Umum (Unit)",3,Asisten Manajer Workshop,19,
SUPP,SUPR00186,Asisten Holding/Sub Holding/Regional,3,Asisten Operasional Tanaman,33,
SUPP,SUPR00187,Asisten Holding/Sub Holding/Regional,3,Asisten Operasional Tanaman Hortikultura & Kayu,33,
SUPP,SUPR00188,Asisten Holding/Sub Holding/Regional,3,Asisten Operasional Tanaman Karet,33,
SUPP,SUPR00189,Asisten Holding/Sub Holding/Regional,3,Asisten Operasional Tanaman Tebu,33,
SUPP,SUPR00190,Asisten Holding/Sub Holding/Regional,3,Asisten Operasional Tanaman Tebu dan Tembakau,33,
SUPP,SUPR00191,Asisten Holding/Sub Holding/Regional,3,"Asisten Operasional Tanaman Teh, Kopi dan Kakao",33,
SUPP,SUPR00192,Asisten Holding/Sub Holding/Regional,3,Asisten Pemeliharaan dan Proteksi Tanaman,33,
SUPP,SUPR00193,Asisten Holding/Sub Holding/Regional,3,Asisten Pemeliharaan Tanaman,33,
SUPP,SUPR00194,Asisten Holding/Sub Holding/Regional,3,Asisten Pemetaan,33,
SUPP,SUPR00195,Asisten Holding/Sub Holding/Regional,3,Asisten Pemetaan dan Teknologi Tanaman,33,
SUPP,SUPR00196,Asisten Holding/Sub Holding/Regional,3,Asisten Pemupukan,33,
SUPP,SUPR00197,Asisten Holding/Sub Holding/Regional,3,"Asisten Pemupukan, Pemeliharaan dan Proteksi Tanaman",33,
SUPP,SUPR00198,Asisten Holding/Sub Holding/Regional,3,Asisten Pengawasan Pengolahan,19,
SUPP,SUPR00199,Asisten Holding/Sub Holding/Regional,3,Asisten Pengawasan Teknik Sipil dan Traksi,19,
SUPP,SUPR00200,Asisten Holding/Sub Holding/Regional,3,Asisten Pengolahan,19,
SUPP,SUPR00201,Asisten Holding/Sub Holding/Regional,3,Asisten Perencanaan Produksi Tanaman Sawit,33,
SUPP,SUPR00202,Asisten Holding/Sub Holding/Regional,3,Asisten QC Pengolahan,19,
